,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_y_predict_probability
1681,"SAP,168,QCI,使用,168,登錄,帳號,ep007,畫面,顯示,帳號,鎖住,使用,連繫",0,BPM平台系統,4,"[9.8260152e-01 4.2837113e-05 5.8879639e-05 2.4874116e-05 3.7742706e-03
 1.2209130e-02 1.2827553e-03 5.6328709e-06]"
2857,"GOC,問題,PRO,E,系統,初始,頁面,無法,開啟",5,SAP-2X8(QSMC),2,"[7.9599079e-03 4.9811285e-03 9.4271610e-03 8.1363518e-04 1.0116597e-04
 9.5221168e-01 2.4167202e-02 3.3810255e-04]"
8858,"SAP,168,QCI,無法,列印",0,BPM平台系統,4,"[9.1542560e-01 1.8278015e-05 3.3931137e-05 1.8814300e-05 7.8261115e-02
 5.6125647e-03 6.1566406e-04 1.4136229e-05]"
32753,"網管,加入,QCO,環境,已經,兩年,資料,備分,優點,NB6,作業,環境,MAC,完成,QCO,用途,很大,用來,收信,出差,次數,很常,大陸,美國,遇到,連不上,QCO,問題,連上,分常慢,斷線,真的,痛苦,麻煩,希望,解除,QCO,機上,使用,Outlook,好",3,R&D資訊系統,7,"[1.14709066e-04 3.79282944e-02 2.00468507e-02 8.42750490e-01
 2.99934065e-04 9.67745262e-04 2.08663121e-02 7.70257190e-02]"
116,"BPM,平台,系統,採購,單號,APP06,PO,已經,生成,但查,不到,PO,資料,Thanks,to,your,help,in,advance",7,網管,0,"[1.1499746e-05 3.4991428e-02 1.7320659e-02 2.5555757e-01 5.0718882e-05
 2.9920021e-04 2.0650220e-03 6.8970388e-01]"
2213,"內部,資訊,系統,717,會議室,無法,投影,今天,一整天,開會,急件",2,GOC,6,"[5.61568595e-04 2.20026925e-01 3.20628911e-01 1.22548103e-01
 1.20855526e-04 1.76963806e-02 3.14464509e-01 3.95274535e-03]"
3922,"BPM,平台,系統,補登,過後,紅字",2,GOC,0,"[4.5365782e-04 2.8026512e-01 4.3554223e-01 8.5927486e-02 9.1835616e-05
 3.6398184e-02 1.3237183e-01 2.8949605e-02]"
6245,"SAP,168,QCI,電腦,重新,安裝,執行,步驟,儲存,檔案,無法,打開",0,BPM平台系統,4,"[9.8404390e-01 3.4929373e-05 4.9330996e-05 2.1295893e-05 4.3692570e-03
 1.0395780e-02 1.0803321e-03 5.1876805e-06]"
30848,"網管,加入,QSMC,網域,進入,QCI,網域,問題,詢問",2,GOC,7,"[3.2301890e-03 1.4655414e-01 2.5704816e-01 5.9515677e-02 1.9658142e-04
 2.1883129e-01 8.8893399e-02 2.2573060e-01]"
3929,"BPM,平台,系統,單子,填過",2,GOC,0,"[5.8537966e-04 2.7100337e-01 4.2844209e-01 7.9627521e-02 1.1113270e-04
 4.4956084e-02 1.5168633e-01 2.3588192e-02]"
4630,"內部,資訊,系統,欲申,softphone,主管,假,亦,無,代理人,詢問,是否,修改,簽核,流程",3,R&D資訊系統,6,"[5.3294232e-05 9.7160578e-02 5.3179078e-02 7.5423241e-01 1.1325693e-04
 8.4875495e-04 1.7494991e-02 7.6917678e-02]"
5598,"網管,人,QSMC,出差,系統,狀況,無法,開機,需要,提供,備份,還原,密碼",3,R&D資訊系統,7,"[3.63575855e-05 5.72836697e-02 2.78321002e-02 5.88633239e-01
 1.07246895e-04 8.48421536e-04 7.16002891e-03 3.18098933e-01]"
952,"BPM,平台,系統,之前,查到,接送機,資訊,現在,登入,後,到,資訊",3,R&D資訊系統,0,"[2.4213412e-04 6.0477119e-02 3.7008986e-02 7.1129560e-01 1.4209021e-04
 1.0265089e-03 1.8898475e-01 8.2283729e-04]"
34,"SAP,2X8,QSMC,218,部門,帳號,進不去",2,GOC,5,"[1.4956687e-03 2.2338395e-01 3.5943165e-01 6.2551402e-02 2.7531927e-04
 6.8758242e-02 2.7669474e-01 7.4090343e-03]"
748,"BPM,平台,系統,無法,簽核",2,GOC,0,"[3.7534459e-04 2.8369993e-01 4.3081990e-01 9.7426154e-02 8.3152139e-05
 2.8492257e-02 1.3295059e-01 2.6152736e-02]"
4202,"內部,資訊,系統,員工,服務,專區,網頁,無法,使用",2,GOC,6,"[3.9429203e-04 2.5612444e-01 3.6911690e-01 1.3001898e-01 9.5657393e-05
 1.7738912e-02 2.1789868e-01 8.6122099e-03]"
1895,"內部,資訊,系統,e,learning,player,開起來,無法,播放,畫面,查看",2,GOC,6,"[5.32607955e-04 2.34854341e-01 3.49755704e-01 1.14629954e-01
 1.14769522e-04 2.05727611e-02 2.73960501e-01 5.57936123e-03]"
2915,"BPM,平台,系統,部門,組織,變動,知道,尋問,COST,費用,修改,相關,問題",5,SAP-2X8(QSMC),0,"[4.9844938e-03 8.7593101e-02 1.6436654e-01 1.8102935e-02 1.4861277e-04
 5.6678236e-01 1.4551723e-01 1.2504648e-02]"
396,"SAP,168,QCI,IP,phone,連不上,麥克風,講話,聲音",0,BPM平台系統,4,"[9.8833978e-01 2.2226670e-05 3.1612166e-05 1.3668195e-05 3.1214436e-03
 7.7491640e-03 7.1826344e-04 3.8340509e-06]"
2982,"SAP,168,QCI,使用,反應,輸入,帳號,密碼,無法,登入,SAP32,主機,聯絡,",0,BPM平台系統,4,"[9.8257321e-01 3.2073476e-05 4.7336653e-05 2.2134274e-05 7.5778821e-03
 8.6771008e-03 1.0649681e-03 5.2830196e-06]"
977,"BPM,平台,系統,問題,加班,申單,無法,使用",5,SAP-2X8(QSMC),0,"[5.7550371e-03 4.6770770e-02 8.8723019e-02 8.2504945e-03 1.5038166e-04
 7.4152833e-01 1.0404879e-01 4.7732117e-03]"
3525,"SAP,168,QCI,order,type,zcrr,無法,created",0,BPM平台系統,4,"[8.3688885e-01 1.7761995e-05 3.4492175e-05 2.0042160e-05 1.5725042e-01
 5.1863180e-03 5.8259029e-04 1.9528265e-05]"
1536,"BPM,平台,系統,簽核,流程,只,看到",3,R&D資訊系統,0,"[1.5667993e-04 2.0702313e-01 1.7940320e-01 4.7885233e-01 1.1374156e-04
 5.1731141e-03 5.2948076e-02 7.6329701e-02]"
3986,"SAP,2X8,QSMC,298,download,BOM,error",6,內部資訊系統,5,"[1.8154753e-03 2.0004930e-01 3.2029608e-01 6.1166205e-02 3.1215642e-04
 6.8816252e-02 3.4301779e-01 4.5267614e-03]"
2182,"SAP,168,QCI,csap24,進不去",0,BPM平台系統,4,"[9.8581058e-01 1.5049823e-05 2.3839373e-05 1.1480988e-05 8.3570722e-03
 5.2525690e-03 5.2484649e-04 4.5215907e-06]"
33144,"網管,國外,出差,回來,後,筆電,無法,存取,公司,區網,印表機,Win7,系統,還原,出差,前的還,原點,目前,存取,區網,internet,Windows,右下,角,網路,狀態,卻,顯示,未經,授權",3,R&D資訊系統,7,"[2.0269318e-04 2.9624004e-02 1.4452181e-02 8.4891516e-01 2.0074674e-04
 4.6978774e-04 1.0542520e-01 7.1020855e-04]"
4867,"BPM,平台,系統,需要,更改,簽核,人員,441",7,網管,0,"[1.2284533e-05 3.2921743e-02 1.7285164e-02 2.1208654e-01 4.3040414e-05
 3.6824620e-04 1.8678234e-03 7.3541510e-01]"
5960,"BPM,平台,系統,USER,表示,填單,最多,只能,填,20,填,下去,還會,跳,錯誤,訊息",6,內部資訊系統,0,"[7.4472511e-04 7.6949999e-02 8.1215374e-02 1.8644172e-01 1.3962250e-04
 4.9846484e-03 6.4930129e-01 2.2253237e-04]"
1496,"BPM,平台,系統,無法,申,出現,無法,連線到,後端,伺服器,錯誤",6,內部資訊系統,0,"[1.5011025e-03 5.4778390e-02 6.9126830e-02 7.1477540e-02 1.7060284e-04
 1.0722858e-02 7.9211897e-01 1.0371653e-04]"
13172,"內部,資訊,系統,訪客,系統,問題,無法,查詢",5,SAP-2X8(QSMC),6,"[7.1327859e-03 1.7892344e-02 3.6361728e-02 3.2780021e-03 1.1009589e-04
 8.6370778e-01 7.0415914e-02 1.1013328e-03]"
1248,"BPM,平台,系統,問題,訪客,申單,無法,使用",5,SAP-2X8(QSMC),0,"[5.8778697e-03 2.2505665e-02 4.3188419e-02 3.5860687e-03 1.1414270e-04
 8.6706108e-01 5.5174232e-02 2.4924960e-03]"
3914,"內部,資訊,系統,當機",2,GOC,6,"[1.1331836e-03 2.2695923e-01 3.6642185e-01 7.0221819e-02 1.9201060e-04
 6.0593508e-02 2.6680970e-01 7.6687536e-03]"
8560,"SAP,168,QCI,download,fail",0,BPM平台系統,4,"[9.8407388e-01 1.6140086e-05 2.5778480e-05 1.2566555e-05 9.8389778e-03
 5.4623396e-03 5.6534860e-04 4.8794059e-06]"
10506,"SAP,168,QCI,168SAP,扣帳,出現,錯誤,聯絡,達福",0,BPM平台系統,4,"[9.8905784e-01 2.0651345e-05 2.9554614e-05 1.3233558e-05 3.3571071e-03
 6.8176547e-03 7.0051471e-04 3.4361119e-06]"
2300,"SAP,168,QCI,SAO,168,無法,進入",0,BPM平台系統,4,"[9.8390794e-01 1.7577553e-05 2.7818956e-05 1.3447687e-05 9.4667748e-03
 5.9564337e-03 6.0488889e-04 5.1397119e-06]"
1703,"SAP,168,QCI,CSMC,原材,庫存,report,問題,找不到,負責,人員,聯繫,333",0,BPM平台系統,4,"[6.0575175e-01 2.2424145e-05 4.4582939e-05 2.8049782e-05 3.8806969e-01
 5.3671408e-03 6.8567810e-04 3.0667074e-05]"
2532,"內部,資訊,系統,問,收到,以下,人,假,簽核,通知,似乎,BU10,事業部,軟體,組,軟體,三處,軟體,一課,同仁,030,許,永芳,039,黃,飛翔,113,李忠謙,032,吳,品品,003,吳,雲漢,079,吳宗儒",3,R&D資訊系統,6,"[6.69069268e-05 1.21564135e-01 7.44610354e-02 6.78821862e-01
 1.15138071e-04 1.29266561e-03 2.03246158e-02 1.03353553e-01]"
8993,"SAP,168,QCI,由于,SAPLZQSD,下,include,lzqsduxx,中,include,lzqsdu10,Z,GET,REVERSE,PO,FROM,168,程式,人,清空,现在,业务无法,开立,delivery",0,BPM平台系統,4,"[9.8444182e-01 3.7597678e-05 5.0787541e-05 2.0951740e-05 2.5201093e-03
 1.1776462e-02 1.1476348e-03 4.7273525e-06]"
1889,"內部,資訊,系統,廣達,學院,線上,課程,B,I,InterComm,Product,Training,最後,一個,課程,11,點選,後,反應,沒辦法,完成,課程",2,GOC,6,"[3.85122636e-04 2.57676244e-01 3.60776842e-01 1.43658414e-01
 1.02168102e-04 1.55610945e-02 2.12703049e-01 9.13701300e-03]"
734,"BPM,平台,系統,軟體,需求,申單,找不到,軟體,公司,選項,繪圖,軟體,彩原,科技",3,R&D資訊系統,0,"[1.2746283e-04 1.4894524e-01 1.0794947e-01 6.5440834e-01 1.2326239e-04
 2.3761955e-03 5.2426845e-02 3.3643145e-02]"
1433,"BPM,平台,系統,無法,列印,放行",2,GOC,0,"[3.8052755e-04 2.8341657e-01 4.2968649e-01 9.7191490e-02 8.3607672e-05
 2.9087035e-02 1.3461746e-01 2.5536852e-02]"
4169,"SAP,2X8,QSMC,logon,畫面,出不來",2,GOC,5,"[2.2099814e-03 2.1491125e-01 3.4974310e-01 4.9387790e-02 3.3281831e-04
 1.2873134e-01 2.4457985e-01 1.0103786e-02]"
7724,"SAP,168,QCI,user,已經,168,create,BOM,料,號為,1KH427,1KH451,1KH443,208,無法,看到,資料,連絡,電話",0,BPM平台系統,4,"[9.7943592e-01 3.4706285e-05 5.2104133e-05 2.5037198e-05 1.0219542e-02
 9.0761008e-03 1.1503226e-03 6.2172085e-06]"
2296,"SAP,168,QCI,查詢,完,report,無法,存到,電腦,V,U,槽,不行",0,BPM平台系統,4,"[9.7596753e-01 6.2291423e-05 8.1826198e-05 3.0066229e-05 1.9735373e-03
 2.0166021e-02 1.7118335e-03 6.8677673e-06]"
758,"BPM,平台,系統,電腦,換,密碼,無法,開機,出差,重慶,張家,偉",5,SAP-2X8(QSMC),0,"[2.5229322e-02 1.4791550e-03 2.6967991e-03 2.5475124e-04 1.8627780e-04
 9.6071863e-01 9.2286877e-03 2.0634632e-04]"
9517,"SAP,168,QCI,總,物流,部,物流,課,user,反應,今日,SAP168,速度,很慢,相關,同仁",0,BPM平台系統,4,"[9.8453057e-01 3.4679986e-05 4.8789319e-05 2.1580743e-05 4.4292295e-03
 9.8250825e-03 1.1052238e-03 4.8767474e-06]"
1182,"BPM,平台,系統,dasdas",2,GOC,0,"[5.8161508e-04 2.7435455e-01 4.3390745e-01 7.6844931e-02 1.0855679e-04
 4.7421250e-02 1.3594736e-01 3.0834297e-02]"
7191,"SAP,168,QCI,user,帳號,804,無法,logon,in",0,BPM平台系統,4,"[9.8570412e-01 2.1778482e-05 3.2814103e-05 1.5159788e-05 6.3143712e-03
 7.1813874e-03 7.2576769e-04 4.7507665e-06]"
217,"BPM,平台,系統,PPT,報告,無法,插入,PDF,檔案,出現,找不到,伺服器,應用,程式,來源,檔案,項目,傳回,未知,錯誤,需要,重新,安裝,伺服器,應用,程式",3,R&D資訊系統,0,"[3.3927863e-05 8.2601480e-02 4.2265303e-02 6.1264700e-01 1.0561187e-04
 6.5163552e-04 7.8692781e-03 2.5382575e-01]"
2907,"BPM,平台,系統,使用,BPM,系統,MRO,申單,結標,時,出現,Error",2,GOC,0,"[4.1029233e-04 2.4323995e-01 3.3806121e-01 1.5243539e-01 1.0155487e-04
 1.5725031e-02 2.4321143e-01 6.8150992e-03]"
8478,"SAP,168,QCI,USER,反應,File,Servr,QCITDS05,無法,連接,相關,同仁",0,BPM平台系統,4,"[9.8482728e-01 2.7340779e-05 4.0143750e-05 1.8285824e-05 5.8350721e-03
 8.3545623e-03 8.9239312e-04 4.9376172e-06]"
2847,"GOC,申者,目前,QSMC,出差,Pro,E,系統,無法,開啟,943,",5,SAP-2X8(QSMC),2,"[6.3307062e-03 9.2540914e-03 1.7514065e-02 1.4021277e-03 8.4414722e-05
 9.3435568e-01 3.0205609e-02 8.5322914e-04]"
3193,"BPM,平台,系統,無法,查詢,資訊,需求,申單,GAMS,無法,使用",6,內部資訊系統,0,"[6.7587220e-04 1.0673812e-01 1.1700190e-01 1.9837387e-01 1.3666958e-04
 6.3704690e-03 5.7025582e-01 4.4731959e-04]"
3356,"BPM,平台,系統,BPM,出差,申單,無法,使用",5,SAP-2X8(QSMC),0,"[5.8490797e-03 9.9080326e-03 1.8375553e-02 1.4132801e-03 8.1655846e-05
 9.3654257e-01 2.6635822e-02 1.1940825e-03]"
2342,"SAP,2X8,QSMC,user,218,轉,168,兩個,delivery,item,一致",2,GOC,5,"[0.00243226 0.19726759 0.31788447 0.05177546 0.00037636 0.1084663
 0.3161943  0.00560324]"
5780,"SAP,168,QCI,user,反應,無法,登錄,201,126,亦",0,BPM平台系統,4,"[9.8703629e-01 2.7106811e-05 3.7789054e-05 1.5991267e-05 2.9139470e-03
 9.1143046e-03 8.5049053e-04 4.1861131e-06]"
3474,"SAP,168,QCI,ZMI1,無法,列印",0,BPM平台系統,4,"[9.1542560e-01 1.8278015e-05 3.3931137e-05 1.8814300e-05 7.8261115e-02
 5.6125647e-03 6.1566406e-04 1.4136229e-05]"
5358,"SAP,168,QCI,USER,反應,無法,連接,SAP168,298,系統,已",0,BPM平台系統,4,"[9.8572379e-01 2.7107038e-05 3.9401821e-05 1.8459974e-05 5.4299640e-03
 7.8296168e-03 9.2729984e-04 4.3806485e-06]"
2071,"SAP,2X8,QSMC,找不到,歷史,紀錄",2,GOC,5,"[2.4537004e-03 2.0888244e-01 3.4172112e-01 4.6089888e-02 3.4060041e-04
 1.5487012e-01 2.3467305e-01 1.0969092e-02]"
19512,"BPM,平台,系統,Windows,電腦,收到,錯誤,訊息,STOP,0x050,STOP,0x08e",6,內部資訊系統,0,"[7.1038463e-04 1.3940196e-01 1.6944155e-01 1.6233632e-01 1.4142832e-04
 9.5950905e-03 5.1758361e-01 7.8963133e-04]"
6832,"SAP,168,QCI,無法,登入,CSAP37,server",0,BPM平台系統,4,"[8.87662888e-01 1.98628804e-05 3.73667062e-05 2.11129136e-05
 1.05706125e-01 5.87628782e-03 6.59469457e-04 1.68083479e-05]"
9042,"SAP,168,QCI,QAC4,QAC6,無法,列出,資料",0,BPM平台系統,4,"[9.7257924e-01 1.6541626e-05 2.8088065e-05 1.4427423e-05 2.1318050e-02
 5.4584802e-03 5.7790376e-04 7.1456830e-06]"
4751,"R,D,資訊,系統,PLM,密碼,忘記",6,內部資訊系統,3,"[4.8560501e-04 2.1130535e-01 2.8615806e-01 1.6045527e-01 1.1029210e-04
 1.3770244e-02 3.2432306e-01 3.3920661e-03]"
196,"SAP,168,QCI,密碼,輸入,錯誤,鎖住",0,BPM平台系統,4,"[9.1912657e-01 2.0345042e-05 3.7164016e-05 2.0879219e-05 7.4247457e-02
 5.8296504e-03 7.0501212e-04 1.2913585e-05]"
4740,"SAP,168,QCI,user,執行,ZV1C,扣帳,卡,半個,小時",0,BPM平台系統,4,"[9.8136109e-01 1.7459008e-05 2.8233399e-05 1.3923305e-05 1.2168040e-02
 5.7983575e-03 6.0736743e-04 5.6064996e-06]"
6585,"SAP,168,QCI,SAP268,168,無法,登入",0,BPM平台系統,4,"[9.4786704e-01 1.8607856e-05 3.3194559e-05 1.7828515e-05 4.5599904e-02
 5.8142599e-03 6.3829875e-04 1.0754591e-05]"
3930,"BPM,平台,系統,APP07,413,012,APP34,013,412,僅有,一台,電腦,2510,看出,攜出,過期,今日,早上,刷,攜入,時,警衛,卻,說,已經,過期,查明,系統,是否,異常",3,R&D資訊系統,0,"[6.0108167e-05 8.7892234e-02 4.7241002e-02 8.0290157e-01 1.1884032e-04
 7.1774458e-04 2.2245074e-02 3.8823429e-02]"
12481,"網管,出差,重慶,電腦,開機,密碼,過期,連絡,方式,86,",2,GOC,7,"[1.8594820e-03 2.0527561e-01 3.3942950e-01 5.8167186e-02 1.2695939e-04
 1.8631029e-01 1.5172820e-01 5.7102717e-02]"
585,"CAMP,HI,無法,簽,ECN,THANKS,RYAN",2,GOC,1,"[3.3453462e-04 2.8666386e-01 4.2961511e-01 9.1942601e-02 7.1931951e-05
 3.0942891e-02 8.5709885e-02 7.4719183e-02]"
5875,"SAP,168,QCI,ZMD5,download,file",0,BPM平台系統,4,"[9.0986955e-01 1.8136334e-05 3.3850254e-05 1.8932542e-05 8.3974175e-02
 5.4540783e-03 6.1720953e-04 1.4066627e-05]"
861,"R,D,資訊,系統,MyQuanta,Intra,System,沖銷,平台,問該,系統,發生,問題,找,一位,負責人,invoice,num,無法,沖銷",6,內部資訊系統,3,"[1.0282221e-03 4.2443957e-02 4.3745551e-02 1.4597350e-01 1.6324306e-04
 4.0706601e-03 7.6249576e-01 7.9079793e-05]"
1448,"BPM,平台,系統,KEY,完單,送出,後,無法,查詢,到,剛剛,keyin,單子",3,R&D資訊系統,0,"[1.68770988e-04 2.10301101e-01 1.84601620e-01 4.82020855e-01
 1.16353556e-04 5.25945146e-03 6.52385727e-02 5.22932224e-02]"
1377,"BPM,平台,系統,目前,無法,使用",2,GOC,0,"[3.6405236e-04 2.8548047e-01 4.2921942e-01 9.9642158e-02 8.0362981e-05
 2.8730953e-02 1.2785482e-01 2.8627761e-02]"
5838,"SAP,168,QCI,使用,希望,列出,fin01,fin02,兩,帳號,之間,差異",0,BPM平台系統,4,"[9.5766485e-01 1.8328039e-05 3.2158277e-05 1.7009417e-05 3.5813108e-02
 5.8137760e-03 6.3114741e-04 9.5696123e-06]"
4229,"SAP,2X8,QSMC,sent,Information,時,發生,EDI,回覆,錯誤,user,聯繫",6,內部資訊系統,5,"[2.6003993e-03 4.2121250e-02 5.5711776e-02 4.0960524e-02 2.4748052e-04
 1.5006287e-02 8.4328467e-01 6.7650697e-05]"
26350,"網管,出差,回來,無法,上網,每次,出差,發生,問題,",5,SAP-2X8(QSMC),7,"[8.8111144e-03 2.6507083e-02 5.1658936e-02 4.4593080e-03 1.6341794e-04
 8.4641486e-01 5.6417868e-02 5.5673001e-03]"
6215,"SAP,168,QCI",0,BPM平台系統,4,"[5.6401420e-01 1.4944516e-05 3.0770847e-05 1.9366624e-05 4.3152988e-01
 3.9082244e-03 4.5290560e-04 2.9673110e-05]"
8786,"SAP,168,QCI,User,反應,前天,刷過,SO,後將,Delivery,pass,關務,關務,方面,表示,無法,帶出,資料,同樣,動作,昨天,卻,正常,前天,正常,資料",0,BPM平台系統,4,"[9.7556204e-01 8.2337217e-05 1.1174818e-04 5.4471428e-05 8.1194788e-03
 1.3284259e-02 2.7794128e-03 6.3655461e-06]"
2437,"SAP,168,QCI,密碼,改了,進不去",0,BPM平台系統,4,"[9.5807123e-01 1.7317094e-05 3.0504591e-05 1.6156662e-05 3.5713922e-02
 5.5407751e-03 6.0072169e-04 9.2760074e-06]"
5553,"SAP,168,QCI,account,locked",0,BPM平台系統,4,"[9.8850948e-01 1.5335780e-05 2.3422974e-05 1.0907592e-05 5.4788189e-03
 5.4296204e-03 5.2868092e-04 3.8311559e-06]"
9254,"SAP,168,QCI,User,can,not,logon,OLD,168,system,she,can,logon,to,New,168,but,OLD,168,doesn,t",0,BPM平台系統,4,"[9.8062354e-01 5.6507102e-05 7.6800490e-05 3.4608969e-05 4.5311907e-03
 1.2844251e-02 1.8275350e-03 5.6095037e-06]"
7487,"SAP,2X8,QSMC,電腦,登入,268,系統,簡體字,正常,印表機,無法,列印,出現,亂碼,1441",6,內部資訊系統,5,"[6.7846295e-03 2.4649650e-02 3.3782259e-02 2.0457825e-02 4.3665449e-04
 2.7955709e-02 8.8589752e-01 3.5712208e-05]"
23208,"BPM,平台,系統,電腦,安裝,skype,軟體,以後,Lync,OCS,覆蓋住,導致,無法,Outlook,裡面,直接,使用,OCS,聯繫",3,R&D資訊系統,0,"[9.4651557e-05 1.3614410e-01 9.0436146e-02 6.7955691e-01 1.2443941e-04
 1.7133373e-03 3.2546718e-02 5.9383661e-02]"
2310,"BPM,平台,系統,南棟,警衛,反應,無法,使用",2,GOC,0,"[2.9757986e-04 2.8641692e-01 3.9919353e-01 1.3791494e-01 8.2366954e-05
 1.9649154e-02 1.3114019e-01 2.5305353e-02]"
2457,"BPM,平台,系統,出現,Sorry,Error,of,Operation,訊息,無法,開單",2,GOC,0,"[3.6014375e-04 2.8308427e-01 4.2267105e-01 1.0518681e-01 8.3040832e-05
 2.6230102e-02 1.3921066e-01 2.3173956e-02]"
7560,"SAP,168,QCI,詢問,之前,丟出,列印,資料,是否,刪除,列印,內容,發票,明細",0,BPM平台系統,4,"[9.8461157e-01 3.3335014e-05 4.6815650e-05 2.0335103e-05 3.8845420e-03
 1.0358206e-02 1.0402487e-03 5.0046920e-06]"
4968,"SAP,2X8,QSMC,user,無法,連線,使用,218,298,系統,已將,設定,改成,連線,QCCAP4",6,內部資訊系統,5,"[1.3148700e-02 1.7521517e-02 2.6024237e-02 1.3399828e-02 5.5523799e-04
 5.1147383e-02 8.7817532e-01 2.7757200e-05]"
623,"BPM,平台,系統,填寫,APP46,驗收,單時,出現,以下,錯誤,Sys,Webforms,PageRequestManagerServerErrorException,305",6,內部資訊系統,0,"[5.1191112e-04 2.1420835e-01 2.9912612e-01 1.4368285e-01 1.1277984e-04
 1.5124801e-02 3.2373303e-01 3.5002602e-03]"
1012,"R,D,資訊,系統,問,今天,一整天,無法,登入,客戶,線路,修改",6,內部資訊系統,3,"[1.0677151e-03 6.4535655e-02 7.6242313e-02 1.0849500e-01 1.4693585e-04
 7.6689059e-03 7.4170053e-01 1.4296772e-04]"
1296,"內部,資訊,系統,會議室,預約,後,以前,產生,mail,通知,還有夾,附檔,現在,附檔,無法,行事曆,同步",3,R&D資訊系統,6,"[1.89183891e-04 2.24927232e-01 2.11731449e-01 4.34456646e-01
 1.15480594e-04 4.91966587e-03 9.80728567e-02 2.55874787e-02]"
4400,"SAP,168,QCI,user,輸入,客戶,資料,關務,告知,看到,user,輸入,資料",0,BPM平台系統,4,"[9.8284644e-01 2.9662791e-05 4.4162462e-05 2.1134083e-05 7.9834610e-03
 8.0551170e-03 1.0149387e-03 5.0980807e-06]"
586,"CAMP,CAMP,忘記,密碼,無法,登入",2,GOC,1,"[6.33999822e-04 2.72173285e-01 4.33215678e-01 7.36623183e-02
 1.14761446e-04 5.29039837e-02 1.34232178e-01 3.30639370e-02]"
11778,"內部,資訊,系統,會議室,訪客,無法,登入,網路",2,GOC,6,"[4.6278592e-04 2.4736004e-01 3.6665830e-01 1.1781908e-01 1.0530659e-04
 1.9795205e-02 2.4063201e-01 7.1672522e-03]"
5987,"SAP,168,QCI,申,T,Code,權限,ZMI16",0,BPM平台系統,4,"[9.8308736e-01 1.8024573e-05 2.8676068e-05 1.4002974e-05 1.0279769e-02
 5.9387153e-03 6.2826113e-04 5.1556822e-06]"
6281,"SAP,168,QCI,user,欲申,帳號",0,BPM平台系統,4,"[9.2875057e-01 1.7944978e-05 3.2918189e-05 1.8085289e-05 6.5034479e-02
 5.5210339e-03 6.1242288e-04 1.2526884e-05]"
7911,"SAP,168,QCI,VA02,中,輸入,credit,memo,時,出現,錯誤,訊息,credit,control,error,8100,has,not,been,define",0,BPM平台系統,4,"[9.8408508e-01 3.9673549e-05 5.5191005e-05 2.5586502e-05 4.8577446e-03
 9.5751043e-03 1.3572073e-03 4.4206581e-06]"
2091,"BPM,平台,系統,無法,簽核",2,GOC,0,"[3.7534459e-04 2.8369993e-01 4.3081990e-01 9.7426154e-02 8.3152139e-05
 2.8492257e-02 1.3295059e-01 2.6152736e-02]"
1240,"BPM,平台,系統,訪客,申單,下拉,選項,無法,帶出",2,GOC,0,"[3.80982179e-04 2.70615876e-01 3.98235202e-01 1.17618844e-01
 8.95188641e-05 2.26421859e-02 1.76539943e-01 1.38774710e-02]"
621,"BPM,平台,系統,單號,APP07,無法,驗收,要求,KEY,入,條碼,後,出現,ERRO",3,R&D資訊系統,0,"[1.12311842e-04 1.60463706e-01 1.19936489e-01 5.39517879e-01
 1.14275186e-04 3.39602469e-03 2.80049685e-02 1.48454353e-01]"
3660,"SAP,2X8,QSMC,User,反應,268,使用,CS03,做,display,BOM,時,key,入,廠區,無法,query,到任,資料,ZPA2,狀況,",2,GOC,5,"[9.1829873e-04 2.3335789e-01 3.6489543e-01 8.3604425e-02 1.9745351e-04
 3.4635056e-02 2.7560619e-01 6.7852885e-03]"
3419,"SAP,168,QCI,QSMC,User,表示,修改,密碼,後,忘記,無法,登入,系統,使用",0,BPM平台系統,4,"[9.8488730e-01 3.5977864e-05 5.0013045e-05 2.2705846e-05 4.0157195e-03
 9.7934809e-03 1.1903034e-03 4.5820225e-06]"
2548,"BPM,平台,系統,主管,已經,簽核,假單,現在,取消,假單",3,R&D資訊系統,0,"[1.1163187e-04 1.5612090e-01 1.1361757e-01 5.9782910e-01 1.1829014e-04
 2.8872257e-03 3.2609098e-02 9.6706226e-02]"
377,"CAMP,CAMP,簽核,材料,鑑審單,後,卡在,系統,執行,無法,進入,到,下,一關,工廠,需要,進料,卡在,單子,無法,結單,單號,APP,APP,APP,APP,CAMP,打開,黑屏,當機,已經,重新,下載",7,網管,1,"[1.7475527e-06 3.3856120e-03 2.0537344e-03 1.7609954e-02 8.2590159e-06
 5.2706411e-05 1.3915324e-04 9.7674882e-01]"
3220,"SAP,168,QCI,user,帳號,無法,登入",0,BPM平台系統,4,"[9.5956045e-01 1.9583738e-05 3.3995871e-05 1.7877666e-05 3.3559091e-02
 6.1280751e-03 6.7152403e-04 9.4475708e-06]"
2001,"BPM,平台,系統,您好,今天,申一個,模具,修模,申單,全部,資料,輸入,完成,後,傳送,系統,跑出,下列,訊息,伺服器,要求,時,發生,未知,錯誤,伺服器,回,狀態,500,無法,再,繼續,操作,只,關掉,申單",6,內部資訊系統,0,"[6.3866295e-04 9.4770983e-02 8.8928014e-02 3.0742991e-01 1.7110465e-04
 3.6983411e-03 5.0385827e-01 5.0476601e-04]"
